disasterNumber,state,county_clean,owner_validRegistrations,owner_totalDamage,owner_approved,owner_totalApprovedIhp,owner_repairReplaceAmount,owner_rentalAmount,renter_validRegistrations,renter_approved,renter_totalApprovedIhp,renter_repairReplaceAmount,renter_rentalAmount,renter_otherNeedsAmount,ia_totalApprovedIhp,ia_validRegistrations,ia_owner_totalDamage
4337,FL,Sumter County,4472.0,1756999.7,1331.0,2178124.44,1011261.59,682777.4,2609.0,713.0,625596.49,0.0,331818.0,291815.89,2803720.9299999997,7081.0,1756999.7
4337,FL,Suwannee County,3138.0,685096.4,1016.0,1087456.41,282399.5,500292.0,2053.0,665.0,534583.16,0.0,305904.0,228310.14,1622039.5699999998,5191.0,685096.4
4337,FL,Union County,748.0,295790.60000000003,189.0,336319.59,173799.0,100376.0,572.0,168.0,133092.9,0.0,65812.0,67280.9,469412.49,1320.0,295790.60000000003
4337,FL,Volusia County,31908.0,10095880.78,8775.0,13573166.81,4921604.22,5598240.0,30298.0,9814.0,11403011.5,3665.0,6372658.99,4988742.09,24976178.310000002,62206.0,10095880.78
4337,GA,Bulloch County,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
4337,GA,Chatham County,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,500.0,0.0,0.0,500.0,500.0,1.0,0.0
4337,GA,Dougherty County,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4337,MS,Lowndes County,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4337,PR,Anasco,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4337,PR,Fajardo,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
4337,PR,Guayama,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4337,PR,Humacao,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4337,PR,Juana Diaz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4337,PR,Las Piedras,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4337,PR,San Juan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4337,SC,Cherokee County,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4337,TX,Blanco County,1.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1.0,0.0
4337,TX,Burnet County,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4338,FL,Volusia County,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4338,GA,Camden County,2460.0,1765125.9,550.0,1677721.0199999998,1088036.53,401191.0,2386.0,651.0,639494.01,0.0,381592.0,255534.39,2317215.03,4846.0,1765125.9
4338,GA,Charlton County,481.0,328623.3,102.0,252982.99,173874.5,53466.0,250.0,36.0,38903.8,0.0,21398.0,17505.8,291886.79,731.0,328623.3
4338,GA,Chatham County,6869.0,2212894.29,1327.0,2232713.42,914443.25,798665.72,15865.0,2873.0,2619497.46,0.0,1419658.0,1191463.73,4852210.88,22734.0,2212894.29
4338,GA,Coffee County,490.0,290150.89,115.0,203503.9,127852.5,54348.0,191.0,27.0,18487.0,0.0,9570.0,8917.0,221990.9,681.0,290150.89
4338,GA,Glynn County,4684.0,3341713.52,1166.0,2780337.1,1550674.68,813420.09,6397.0,1805.0,1832888.12,0.0,1166704.0,654722.36,4613225.220000001,11081.0,3341713.52
4338,GA,Liberty County,751.0,538777.1599999999,152.0,519631.7,316540.76,129756.0,1337.0,209.0,193498.46,0.0,106398.0,84202.5,713130.16,2088.0,538777.1599999999
4338,GA,McIntosh County,1024.0,564651.5,245.0,531540.1,287770.0,169489.0,528.0,107.0,97804.59,0.0,66010.0,31794.590000000004,629344.69,1552.0,564651.5
4338,GA,Statewide,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4339,PR,Adjuntas,4071.0,14063272.88,2137.0,10383518.84,6473195.19,766260.9,1597.0,750.0,1583152.01,1108.8,214060.0,1367983.21,11966670.85,5668.0,14063272.88
4339,PR,Aguada,9902.0,21126827.06,4169.0,16643330.85,9065956.9,1176278.45,2701.0,1059.0,1869365.5,27404.64,218785.0,1623175.86,18512696.35,12603.0,21126827.06
4339,PR,Aguadilla,11535.0,15523405.580000002,3993.0,12324755.0,6533520.13,997652.41,5965.0,2347.0,3928543.64,206.87,288723.0,3636823.77,16253298.64,17500.0,15523405.580000002
4339,PR,Aguas Buenas,5749.0,15388278.59,2725.0,10905174.35,6857606.23,1015337.0,2294.0,1033.0,1639886.1,0.0,300081.0,1339805.1,12545060.45,8043.0,15388278.59
4339,PR,Aibonito,6095.0,22542720.1,3078.0,15163138.44,9437363.86,1145501.0,2121.0,1037.0,2166280.8400000003,0.0,297281.64,1868999.2,17329419.28,8216.0,22542720.1
4339,PR,Anasco,7138.0,18762070.25,3335.0,15363243.32,7942081.01,1282194.0,1975.0,847.0,1662924.6700000002,1813.49,198817.0,1461776.15,17026167.990000002,9113.0,18762070.25
4339,PR,Arecibo,22118.0,41025265.15,9758.0,34598753.87,18347782.04,2900182.54,7741.0,3399.0,6389584.27,7561.13,670173.0,5711850.14,40988338.14,29859.0,41025265.15
4339,PR,Arroyo,4445.0,13160032.81,2076.0,8396739.69,5296323.03,587848.0,1468.0,722.0,1291082.2000000002,0.0,148311.0,1142771.2000000002,9687821.89,5913.0,13160032.81
4339,PR,Barceloneta,6328.0,12643961.85,3087.0,10928724.94,5992851.31,1065757.0,1993.0,935.0,1648762.5799999998,3733.07,206702.0,1437584.51,12577487.52,8321.0,12643961.85
4339,PR,Barranquitas,6975.0,24758577.95,4091.0,18293506.43,10550634.72,1272848.0,2873.0,1618.0,3329079.16,3326.79,360542.0,2965210.37,21622585.59,9848.0,24758577.95
4339,PR,Bayamon,41094.0,52405990.25,15226.0,38024785.6,21066646.39,4925392.96,22160.0,9404.0,10945517.24,9203.53,2002669.96,8932417.05,48970302.84,63254.0,52405990.25
4339,PR,Cabo Rojo,10799.0,6189421.0,3302.0,5655094.67,2650061.71,487553.0,3492.0,1158.0,1101936.52,3506.76,88336.0,1010093.76,6757031.1899999995,14291.0,6189421.0
4339,PR,Caguas,28581.0,43412468.39999999,11152.0,30473893.44,16993384.919999998,3134450.85,14040.0,6213.0,8594733.77,313.02,1313341.0,7280612.750000001,39068627.21,42621.0,43412468.39999999
4339,PR,Camuy,8214.0,9556430.52,3097.0,8613569.91,4527492.88,686798.21,2225.0,840.0,1053919.17,6479.29,95836.0,951603.88,9667489.08,10439.0,9556430.52
4339,PR,Canovanas,12309.0,52208739.74,6217.0,30379953.28,16451037.49,2688113.0,3544.0,1761.0,4079263.71,29691.93,681366.0,3368205.78,34459216.99,15853.0,52208739.74
4339,PR,Carolina,33635.0,27784349.96,11735.0,21188316.91,9996572.78,3028670.0,18430.0,7834.0,8667206.719999999,7357.629999999999,1391220.0,7268356.59,29855523.63,52065.0,27784349.96
4339,PR,Catano,4360.0,8363243.0,2005.0,6587715.53,3360192.74,829976.0,3348.0,1611.0,2077218.74,8698.18,305804.0,1762716.56,8664934.27,7708.0,8363243.0
4339,PR,Cayey,9905.0,28466011.23,4183.0,18359229.73,11569030.09,1474428.0,4577.0,1946.0,2924705.17,1781.21,417332.0,2505184.9599999995,21283934.9,14482.0,28466011.23
4339,PR,Ceiba,2973.0,6457093.37,1426.0,4649706.159999999,2562607.48,358625.0,1118.0,536.0,1022907.91,0.0,114420.0,908487.91,5672614.069999999,4091.0,6457093.37
4339,PR,Ciales,4499.0,19730620.27,2509.0,13116455.27,8111900.9,752812.04,1550.0,829.0,2128207.94,0.0,202176.0,1926031.94,15244663.209999999,6049.0,19730620.27
4339,PR,Cidra,9780.0,23755597.11,4266.0,15733654.71,9253136.22,1295678.0,3538.0,1588.0,2540633.31,23951.01,371653.0,2145029.3,18274288.02,13318.0,23755597.11
4339,PR,Coamo,9132.0,19909839.5,4217.0,14654788.55,8137346.249999999,1090218.0,3071.0,1376.0,2415281.27,5085.7,321384.0,2088811.57,17070069.82,12203.0,19909839.5
4339,PR,Comerio,4825.0,23247707.64,2916.0,15490281.89,9179911.13,1356396.1,1758.0,949.0,2240781.66,2281.58,358321.0,1879626.08,17731063.55,6583.0,23247707.64
4339,PR,Corozal,8682.0,34868396.34,4773.0,22987424.4,13379846.39,2082793.0,2548.0,1259.0,2641349.0300000003,20712.02,388381.0,2232256.01,25628773.43,11230.0,34868396.34
4339,PR,Culebra,337.0,1611978.76,144.0,716112.85,531770.11,53292.0,227.0,108.0,181950.95,0.0,57130.0,124820.95,898063.8,564.0,1611978.76
4339,PR,Dorado,8504.0,19866905.25,3846.0,14452493.87,8149735.64,1640697.75,2609.0,1180.0,2168690.92,0.0,468616.0,1697991.93,16621184.79,11113.0,19866905.25
4339,PR,Fajardo,7866.0,8594840.08,3021.0,6679080.22,3143910.3000000003,740993.0,3422.0,1504.0,2006807.64,569.27,193349.0,1812889.37,8685887.86,11288.0,8594840.08
4339,PR,Florida,3170.0,5783263.94,1524.0,5550884.21,3062714.23,559091.0,1013.0,440.0,909416.6,0.0,86437.0,822979.6,6460300.81,4183.0,5783263.94
4339,PR,Guanica,4397.0,4875842.3,1763.0,3844866.56,1984380.48,302374.0,1386.0,552.0,609359.74,0.0,62347.0,547012.74,4454226.3,5783.0,4875842.3
4339,PR,Guayama,9508.0,33639125.36,4605.0,22756898.470000003,14369509.94,1565113.14,3294.0,1583.0,3027529.33,13678.5,341321.0,2672529.83,25784427.800000004,12802.0,33639125.36
4339,PR,Guayanilla,5092.0,7802001.59,2064.0,5866377.49,3099998.99,531663.0,1367.0,567.0,751976.97,11145.31,76960.0,663871.6599999999,6618354.46,6459.0,7802001.59
4339,PR,Guaynabo,19098.0,23818053.47,6754.0,17905868.86,9958567.82,2296501.0,8912.0,3515.0,4179503.4,0.0,852783.83,3324673.61,22085372.259999998,28010.0,23818053.47
4339,PR,Gurabo,10041.0,16383698.160000002,3875.0,10676588.6,5844448.8,1052866.0,2796.0,1264.0,1926700.6,0.0,302613.0,1623236.16,12603289.2,12837.0,16383698.160000002
4339,PR,Hatillo,8568.0,15513646.68,3349.0,11936760.48,7062233.85,795925.0,2684.0,1033.0,1405485.86,32150.0,142665.0,1230670.86,13342246.34,11252.0,15513646.68
4339,PR,Hormigueros,3735.0,2270447.3,1252.0,2235019.84,943220.26,207147.0,1381.0,462.0,493185.66,0.0,62775.0,430410.66,2728205.5,5116.0,2270447.3
4339,PR,Humacao,14084.0,41275428.59,7325.0,27896362.8,15613674.62,2371455.61,4768.0,2589.0,5329446.1,4458.9,685778.82,4635377.149999999,33225808.9,18852.0,41275428.59
4339,PR,Isabela,9435.0,14456215.54,3322.0,11649673.87,6921821.62,895635.94,3224.0,1140.0,1620865.8100000003,744.02,185341.0,1431171.8000000005,13270539.68,12659.0,14456215.54
4339,PR,Jayuya,3541.0,11557395.87,1692.0,8379117.45,5496778.300000001,648868.0,1386.0,507.0,1062806.97,0.0,169352.0,893454.97,9441924.42,4927.0,11557395.87
4339,PR,Juana Diaz,12584.0,28532607.09,5805.0,20095913.58,11620553.23,1707687.48,3113.0,1427.0,2466719.92,588.0,363196.0,2102935.92,22562633.5,15697.0,28532607.09
4339,PR,Juncos,9855.0,19961434.01,4565.0,14222641.79,7794830.119999999,1236892.0,3261.0,1774.0,2896529.44,0.0,332452.0,2564077.44,17119171.23,13116.0,19961434.01
4339,PR,Lajas,5805.0,4188365.73,1953.0,4005237.6,1916407.36,303249.0,1753.0,600.0,615067.96,0.0,53513.0,561554.96,4620305.5600000005,7558.0,4188365.73
4339,PR,Lares,5965.0,7769137.539999999,2179.0,7158988.890000001,3978495.15,616705.51,2386.0,811.0,1369771.84,0.0,166482.0,1203289.84,8528760.73,8351.0,7769137.539999999
4339,PR,Las Marias,2102.0,4718227.0,878.0,3135150.9599999995,1770953.19,266406.0,767.0,297.0,643884.72,0.0,70963.0,572921.72,3779035.6799999997,2869.0,4718227.0
4339,PR,Las Piedras,9182.0,18703440.92,4351.0,13105513.78,7600248.41,1261693.29,2801.0,1434.0,2509761.0300000003,0.0,416993.0,2092768.03,15615274.809999999,11983.0,18703440.92
4339,PR,Loiza,5956.0,16211743.8,3325.0,11718201.13,5758405.02,1398342.0,1669.0,899.0,1444340.47,1314.78,237820.0,1205205.69,13162541.600000001,7625.0,16211743.8
4339,PR,Luquillo,4486.0,5739194.53,1744.0,4259371.369999999,2221592.45,398613.0,1589.0,754.0,1049981.08,0.0,150487.0,892651.06,5309352.449999999,6075.0,5739194.53
4339,PR,Manati,9575.0,16847881.68,4282.0,13792108.41,7467041.72,1476764.57,4073.0,1840.0,2723029.63,0.0,371011.0,2352018.63,16515138.04,13648.0,16847881.68
4339,PR,Maricao,1235.0,3438253.8000000003,596.0,2312938.88,1290320.45,191375.0,435.0,198.0,454818.07,0.0,67504.0,387314.07,2767756.9499999997,1670.0,3438253.8000000003
4339,PR,Maunabo,2931.0,13200417.33,1767.0,7937304.43,4850833.34,561026.0,766.0,401.0,850232.1799999999,0.0,109677.0,740555.1799999999,8787536.61,3697.0,13200417.33
4339,PR,Mayaguez,14307.0,15351756.31,5097.0,14510854.430000002,6646935.01,1509476.0,10395.0,3520.0,3971364.5,1504.3,438925.0,3529906.15,18482218.93,24702.0,15351756.31
4339,PR,Moca,8603.0,15054441.71,3310.0,12258746.02,6830095.8100000005,966312.0,2556.0,881.0,1405686.87,0.0,144574.0,1261112.87,13664432.89,11159.0,15054441.71
4339,PR,Morovis,7588.0,28258991.85,4152.0,20685805.300000004,12335189.11,1828536.46,2214.0,1178.0,2270696.52,23638.42,330070.0,1916988.1,22956501.820000004,9802.0,28258991.85
4339,PR,Naguabo,6183.0,19898910.33,3194.0,12679800.21,7322697.149999999,1025675.0,1972.0,1173.0,2332765.6300000004,0.0,326809.0,2005956.63,15012565.840000002,8155.0,19898910.33
4339,PR,Naranjito,7412.0,30774505.73,4216.0,20932951.73,12623734.489999998,1991382.52,2235.0,1148.0,2455804.05,0.0,410436.0,2044748.46,23388755.78,9647.0,30774505.73
4339,PR,Orocovis,6066.0,25904328.37,3723.0,17439625.849999998,10499409.000000002,1281871.08,1733.0,974.0,2025919.46,667.46,247081.0,1778171.0000000002,19465545.31,7799.0,25904328.37
4339,PR,Patillas,4708.0,15554511.72,2362.0,10393775.55,6236337.800000001,765777.0,1304.0,653.0,1169804.9700000002,589.64,169677.0,999538.33,11563580.520000001,6012.0,15554511.72
4339,PR,Penuelas,5046.0,9379707.1,2185.0,7482338.27,4300909.93,608747.0,1344.0,536.0,816985.12,0.0,97455.0,719530.12,8299323.39,6390.0,9379707.1
4339,PR,Ponce,33100.0,63020912.8,14418.0,43981285.97,25616812.87,4695538.01,16743.0,6805.0,7504979.2,2494.85,1191881.0,6310603.35,51486265.17,49843.0,63020912.8
4339,PR,Quebradillas,5843.0,5170047.81,1992.0,5007928.0200000005,2501720.34,458860.0,2041.0,738.0,831524.1799999999,0.0,98451.0,733073.1799999999,5839452.2,7884.0,5170047.81
4339,PR,Rincon,3587.0,4927179.89,1411.0,4080050.04,2190686.6700000004,395847.0,1073.0,382.0,486762.12,0.0,61841.0,424921.12,4566812.16,4660.0,4927179.89
4339,PR,Rio Grande,12001.0,23558824.43,5226.0,16297565.01,8721639.84,1819710.0,3926.0,1845.0,2682676.64,23046.62,439202.0,2220428.02,18980241.65,15927.0,23558824.43
4339,PR,Sabana Grande,5834.0,2078937.86,1518.0,2260199.43,949909.88,163581.0,1863.0,504.0,419601.71,0.0,18064.0,401537.71,2679801.14,7697.0,2078937.86
4339,PR,Salinas,7946.0,33087412.72,4275.0,20909365.53,12840767.75,1492769.71,2093.0,1120.0,2384440.81,522.57,289438.0,2091739.22,23293806.34,10039.0,33087412.72
4339,PR,San German,7340.0,4458950.83,2434.0,3998948.0,1933372.69,285756.0,2932.0,1053.0,815721.0900000001,0.0,53410.0,762311.0900000001,4814669.09,10272.0,4458950.83
4339,PR,San Juan,58672.0,56132842.38,19913.0,40788480.37,20382167.99,6588278.01,63249.0,25668.0,25698927.74,5513.3,5396349.6,20244373.59,66487408.11,121921.0,56132842.38
4339,PR,San Lorenzo,9043.0,17374266.669999998,3892.0,11372160.02,6494963.05,985490.0,2898.0,1194.0,1685463.2,1419.74,203116.0,1480927.46,13057623.219999999,11941.0,17374266.669999998
4339,PR,San Sebastian,8433.0,10803402.56,2969.0,9903842.92,5290798.65,768315.0,3276.0,1129.0,1668524.2000000002,2545.16,171726.0,1494253.0400000005,11572367.120000001,11709.0,10803402.56
4339,PR,Santa Isabel,5810.0,14366652.14,2760.0,9349924.57,4807768.1,685913.0,1768.0,922.0,1876224.69,3539.64,187535.0,1684319.33,11226149.26,7578.0,14366652.14
4339,PR,Statewide,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4339,PR,Toa Alta,16509.0,44267170.4,6438.0,25696021.71,15718755.82,2462852.13,4417.0,1803.0,2612758.8000000003,25790.62,461104.0,2125864.18,28308780.51,20926.0,44267170.4
4339,PR,Toa Baja,19854.0,58156040.84,9834.0,44903132.86,21442764.9,4894967.86,7720.0,3605.0,9217547.11,6141.79,1521228.91,7689272.69,54120679.97,27574.0,58156040.84
4339,PR,Trujillo Alto,14246.0,18133672.5,5181.0,12901848.74,6973126.490000001,1730390.0,6541.0,2840.0,3557205.7,0.0,722839.0,2830381.83,16459054.440000001,20787.0,18133672.5
4339,PR,Utuado,7349.0,21554673.51,3693.0,16064386.69,9735207.98,1251092.26,2702.0,1231.0,2729191.15,0.0,371344.0,2357847.15,18793577.84,10051.0,21554673.51
4339,PR,Vega Alta,8144.0,21044491.8,3770.0,16829798.77,9533060.31,1895885.3,2679.0,1133.0,1848372.06,0.0,322052.0,1525767.06,18678170.83,10823.0,21044491.8
4339,PR,Vega Baja,14203.0,29624868.62,6378.0,23685664.7,12334614.63,2717546.2,4626.0,2007.0,3754420.13,22868.5,645693.0,3085092.49,27440084.83,18829.0,29624868.62
4339,PR,Vieques,2004.0,19063795.380000003,1252.0,7469722.88,5340914.649999999,403258.0,668.0,346.0,680178.85,0.0,116070.0,561066.85,8149901.7299999995,2672.0,19063795.380000003
4339,PR,Villalba,6117.0,12738708.5,2919.0,9856944.39,5589881.32,827934.0,1587.0,669.0,1077172.75,0.0,157185.0,919987.75,10934117.14,7704.0,12738708.5
4339,PR,Yabucoa,8882.0,34063729.81,5374.0,22464040.77,13254128.47,1973120.16,1996.0,1096.0,2329865.11,19400.46,403597.0,1905777.25,24793905.88,10878.0,34063729.81
4339,PR,Yauco,10196.0,9173340.77,3570.0,7746961.550000001,3637633.99,621424.0,3030.0,1129.0,1332750.14,4233.38,114261.0,1214255.76,9079711.690000001,13226.0,9173340.77
4340,VI,St. Croix County,9569.0,34750863.16,4655.0,22078511.77,13592675.66,4173149.0,7357.0,4700.0,11036054.61,0.0,4209680.5,6815541.239999999,33114566.38,16926.0,34750863.16
4340,VI,St. John County,340.0,3202542.4800000004,163.0,2937410.3600000003,2669348.31,171437.0,238.0,117.0,364380.4,0.0,221642.0,141274.53,3301790.7600000002,578.0,3202542.4800000004
4340,VI,St. Thomas County,2277.0,5985819.16,730.0,4645916.93,3311744.66,716932.6799999999,2906.0,1309.0,3016477.48,0.0,1253184.0,1761674.03,7662394.41,5183.0,5985819.16
