disasterNumber,disaster_label,stateAbbreviation,county,named_projectAmount,distributed_statewide_amt,adjusted_projectAmount,named_totalObligated,distributed_statewide_obl,adjusted_totalObligated
4338,Irma – Georgia,GA,Glascock County,21661.85,3318.4640249006557,24980.314024900654,18412.57,2899.9426509970854,21312.512650997087
4338,Irma – Georgia,GA,Glynn County,18700468.97,2864798.414065097,21565267.384065095,14131808.620000001,2503492.894639679,16635301.51463968
4338,Irma – Georgia,GA,Gordon County,43149.06,6610.174261121736,49759.23426112173,36471.23,5776.505674466045,42247.73567446605
4338,Irma – Georgia,GA,Grady County,470500.39,72077.80581606503,542578.1958160651,364069.62,62987.424816982966,427057.04481698293
4338,Irma – Georgia,GA,Greene County,138180.38,21168.396050065072,159348.77605006506,111820.17,18498.659047726054,130318.82904772606
4338,Irma – Georgia,GA,Gwinnett County,2626266.89,402328.15730201843,3028595.0473020184,2153618.99,351586.93127375876,2505205.921273759
4338,Irma – Georgia,GA,Habersham County,4045463.93,619740.535353085,4665204.465353085,3093884.75,541579.4769919137,3635464.2269919137
4338,Irma – Georgia,GA,Hall County,1102447.2,168888.22388450007,1271335.4238845,923311.1799999999,147588.20949052428,1070899.3894905243
4338,Irma – Georgia,GA,Hancock County,98728.84,15124.659424757021,113853.49942475701,81908.02,13217.152459252884,95125.17245925289
4338,Irma – Georgia,GA,Haralson County,283073.33,43365.117107441496,326438.4471074415,213275.75999999998,37895.9517782079,251171.7117782079
4338,Irma – Georgia,GA,Harris County,82596.36,12653.261344148515,95249.62134414852,70206.90000000001,11057.444640282783,81264.3446402828
4338,Irma – Georgia,GA,Hart County,1099847.49,168489.96408165892,1268337.454081659,839256.2000000001,147240.17781690345,986496.3778169035
4338,Irma – Georgia,GA,Henry County,321351.56,49229.109757740196,370580.6697577402,255893.2,43020.38352257304,298913.58352257306
4338,Irma – Georgia,GA,Houston County,1028219.97,157517.06249140453,1185737.0324914046,840970.58,137651.1676338791,978621.7476338791
4338,Irma – Georgia,GA,Irwin County,884323.6,135473.01144503528,1019796.6114450353,669517.95,118387.29032484695,787905.2403248469
4338,Irma – Georgia,GA,Jackson County,4704090.25,720638.0925226115,5424728.342522612,3550100.1,629751.9348584973,4179852.0348584973
4338,Irma – Georgia,GA,Jasper County,308618.8,47278.52815932206,355897.32815932203,240362.46000000002,41315.80733037757,281678.2673303776
4338,Irma – Georgia,GA,Jefferson County,724474.06,110985.0315224101,835459.0915224102,554472.5099999999,96987.71001253455,651460.2200125344
4338,Irma – Georgia,GA,Jenkins County,347149.49,53181.19615026463,400330.68615026464,265139.6,46474.036719988646,311613.6367199886
4338,Irma – Georgia,GA,Johnson County,40034.41,6133.028773771543,46167.438773771544,34029.25,5359.537300207703,39388.7873002077
4338,Irma – Georgia,GA,Jones County,1406774.05,215509.2513376649,1622283.301337665,1061970.53,188329.43944819606,1250299.969448196
4338,Irma – Georgia,GA,Lamar County,169119.88,25908.13977917472,195028.01977917473,132082.51,22640.631023828017,154723.14102382804
4338,Irma – Georgia,GA,Lanier County,59334.32,9089.657917580607,68423.9779175806,48607.51,7943.279324522576,56550.78932452258
4338,Irma – Georgia,GA,Laurens County,1302715.74,199568.14943607475,1502283.8894360748,1031195.44,174398.81342319466,1205594.2534231946
4338,Irma – Georgia,GA,Lee County,105650.76000000001,16185.055582206192,121835.8155822062,86959.27,14143.812510669995,101103.08251067
4338,Irma – Georgia,GA,Liberty County,1044585.4,160024.14709899947,1204609.5470989994,802555.29,139842.0612306359,942397.351230636
4338,Irma – Georgia,GA,Lincoln County,13321.53,2040.7775910937817,15362.307591093782,11323.3,1783.3967562113671,13106.696756211366
4338,Irma – Georgia,GA,Long County,102627.86,15721.965638324566,118349.82563832456,81587.47,13739.12700875307,95326.59700875307
4338,Irma – Georgia,GA,Lowndes County,1763725.45,270192.0406441149,2033917.4906441148,1443039.22,236115.6898927851,1679154.9098927851
4338,Irma – Georgia,GA,Lumpkin County,1311494.7799999998,200913.04511272116,1512407.825112721,1016681.3,175574.0921981289,1192255.3921981289
4338,Irma – Georgia,GA,Macon County,104420.96,15996.657681850369,120417.61768185037,82604.18000000001,13979.175165651162,96583.35516565117
4338,Irma – Georgia,GA,Madison County,106311.78,16286.319836632283,122598.09983663229,86975.87,14232.305418300786,101208.17541830079
4338,Irma – Georgia,GA,Marion County,21677.09,3320.7987004588135,24997.888700458814,17833.56,2901.9828796018073,20735.54287960181
4338,Irma – Georgia,GA,McDuffie County,195271.31,29914.38022746089,225185.69022746087,161813.04,26141.608421490946,187954.64842149094
4338,Irma – Georgia,GA,McIntosh County,3256572.37,498887.1335703307,3755459.503570331,2564873.9899999998,435967.98573629034,3000841.97573629
4338,Irma – Georgia,GA,Meriwether County,23356.98,3578.1476586867752,26935.127658686775,17977.61,3126.875243826631,21104.48524382663
4338,Irma – Georgia,GA,Miller County,33216.82,5088.615339483958,38305.435339483956,25243.9,4446.8442468437825,29690.744246843784
4338,Irma – Georgia,GA,Mitchell County,372645.94,57087.097635487655,429733.0376354877,292329.47,49887.32980455966,342216.7998045596
4338,Irma – Georgia,GA,Monroe County,282376.77,43258.40834059172,325635.1783405917,221157.38,37802.70101463145,258960.08101463146
4338,Irma – Georgia,GA,Montgomery County,37862.4,5800.290016614398,43662.6900166144,29791.66,5068.763223321741,34860.42322332174
4338,Irma – Georgia,GA,Morgan County,149565.18,22912.478352854952,172477.65835285495,121230.98000000001,20022.779429552702,141253.7594295527
4338,Irma – Georgia,GA,Muscogee County,484062.56,74155.4479954997,558218.0079954996,404773.16000000003,64803.0368364122,469576.19683641224
4338,Irma – Georgia,GA,Newton County,2972741.97,455406.0379310772,3428148.0079310774,2265544.78,397970.68252305774,2663515.4625230576
4338,Irma – Georgia,GA,Oconee County,62267.39,9538.986450347447,71806.37645034745,50800.28,8335.938990772689,59136.218990772686
4338,Irma – Georgia,GA,Oglethorpe County,59014.63,9040.68334873628,68055.31334873628,48448.87,7900.481379467225,56349.351379467225
4338,Irma – Georgia,GA,Peach County,1308958.81,200524.54989124995,1509483.35989125,1004210.1799999999,175234.5936066121,1179444.773606612
4338,Irma – Georgia,GA,Pickens County,2723841.7399999998,417276.032458576,3141117.7724585757,2057407.28,364649.5953204418,2422056.875320442
4338,Irma – Georgia,GA,Pierce County,656939.93,100639.21245072581,757579.1424507259,504686.16,87946.69532611663,592632.8553261166
4338,Irma – Georgia,GA,Putnam County,106135.79,16259.359236141454,122395.14923614144,90215.42,14208.745061860825,104424.16506186083
4338,Irma – Georgia,GA,Quitman County,17605.32,2697.028234747448,20302.34823474745,13974.78,2356.8817230500626,16331.661723050063
4338,Irma – Georgia,GA,Rabun County,143888.46,22042.839282349243,165931.29928234924,117531.83,19262.81837148203,136794.64837148204
4338,Irma – Georgia,GA,Randolph County,111218.07,17037.93370436426,128256.00370436427,91066.54000000001,14889.126494485901,105955.66649448591
4338,Irma – Georgia,GA,Richmond County,584685.59,89570.28583859709,674255.8758385971,490281.28,78273.77070122794,568555.050701228
4338,Irma – Georgia,GA,Rockdale County,990716.36,151771.73692646413,1142488.0969264642,779928.5800000001,132630.43680039252,912559.0168003927
4338,Irma – Georgia,GA,Schley County,31502.07,4825.926040707612,36327.996040707614,24939.989999999998,4217.285060495559,29157.275060495558
4338,Irma – Georgia,GA,Screven County,26649.609999999997,4082.558602456981,30732.16860245698,21696.600000000002,3567.6703823283065,25264.27038232831
4338,Irma – Georgia,GA,Spalding County,757164.02,115992.93510568861,873156.9551056887,592881.76,101364.02178938595,694245.781789386
4338,Irma – Georgia,GA,Stephens County,299996.59,45957.657887385976,345954.247887386,244578.89,40161.5239000679,284740.4139000679
4338,Irma – Georgia,GA,Stewart County,44814.6,6865.324886393033,51679.92488639303,37017.28,5999.47695729469,43016.75695729469
4338,Irma – Georgia,GA,Sumter County,660652.53,101207.96025106819,761860.4902510683,499642.25999999995,88443.71322099135,588085.9732209913
4338,Irma – Georgia,GA,Talbot County,28980.729999999996,4439.672046494606,33420.4020464946,24064.739999999998,3879.7450348899447,27944.48503488994
4338,Irma – Georgia,GA,Taliaferro County,6150.0,942.142695713387,7092.142695713387,4612.5,823.3205983621932,5435.820598362193
4338,Irma – Georgia,GA,Tattnall County,1189746.8599999999,182262.00225966464,1372008.8622596646,909903.36,159275.3002723155,1069178.6602723156
4338,Irma – Georgia,GA,Taylor County,1791669.2399999998,274472.8597724155,2066142.0997724151,1351385.94,239856.61638112774,1591242.5563811278
4338,Irma – Georgia,GA,Telfair County,209587.4,32107.51837781462,241694.9183778146,167118.13,28058.150175150622,195176.28017515063
4338,Irma – Georgia,GA,Terrell County,38448.36,5890.055534334758,44338.41553433476,29869.64,5147.207603454474,35016.84760345447
4338,Irma – Georgia,GA,Thomas County,754857.1799999999,115639.54121037485,870496.7212103747,590223.64,101055.19757977198,691278.837579772
4338,Irma – Georgia,GA,Tift County,350923.81,53759.39908022966,404683.20908022963,279010.24,46979.31727296595,325989.55727296596
4338,Irma – Georgia,GA,Toombs County,1465964.25,224576.8309454396,1690541.0809454396,1105779.98,196253.4249573307,1302033.4049573308
4338,Irma – Georgia,GA,Towns County,348737.79,53424.51407605351,402162.3040760535,261553.34,46686.66763159494,308240.00763159496
4338,Irma – Georgia,GA,Treutlen County,95247.51,14591.34078559151,109838.85078559151,77199.98,12751.09543507463,89951.07543507463
4338,Irma – Georgia,GA,Troup County,456289.72,69900.81737026123,526190.5373702612,350281.57,61084.99598323863,411366.56598323863
4338,Irma – Georgia,GA,Turner County,139202.16,21324.926548215644,160527.08654821565,111275.92,18635.44807553004,129911.36807553004
4338,Irma – Georgia,GA,Twiggs County,118711.39,18185.86487585093,136897.25487585092,97649.91,15892.28173125328,113542.19173125329
4338,Irma – Georgia,GA,Union County,27804.66,4259.5052562266965,32064.165256226697,22470.23,3722.300700562169,26192.53070056217
4338,Irma – Georgia,GA,Upson County,286200.86,43844.23573266499,330045.095732665,225216.43,38314.644440158416,263531.07444015844
4338,Irma – Georgia,GA,Walker County,59796.34,9160.436579088493,68956.77657908849,47398.28,8005.131451816121,55403.41145181612
4338,Irma – Georgia,GA,Walton County,2316418.59,354861.2772005208,2671279.867200521,1767148.61,310106.52676034276,2077255.1367603429
4338,Irma – Georgia,GA,Ware County,329889.62,50537.08876010811,380426.7087601081,258700.72999999998,44163.4015173783,302864.13151737826
4338,Irma – Georgia,GA,Warren County,78309.20999999999,11996.495968875726,90305.70596887571,64093.770000000004,10483.509859263519,74577.27985926352
4338,Irma – Georgia,GA,Washington County,1362957.8499999999,208796.87527523938,1571754.7252752392,1038536.47,182463.6215616989,1221000.0915616988
4338,Irma – Georgia,GA,Wayne County,827071.31,126702.3078944069,953773.6178944069,655513.28,110722.73916055333,766236.0191605533
4338,Irma – Georgia,GA,Webster County,21012.16,3218.9354577497566,24231.095457749758,17333.28,2812.966527493031,20146.24652749303
4338,Irma – Georgia,GA,Wheeler County,763119.4,116905.26319791585,880024.6631979159,574485.2799999999,102161.28797232485,676646.5679723248
4338,Irma – Georgia,GA,White County,217221.07,33276.95031797502,250498.02031797502,171231.27,29080.094525085504,200311.3645250855
4338,Irma – Georgia,GA,Wilcox County,5707.12,874.2961661072823,6581.416166107282,4280.34,764.0308054186733,5044.370805418674
4338,Irma – Georgia,GA,Wilkes County,928370.76,142220.76917851804,1070591.529178518,707294.55,124284.0275813275,831578.5775813275
4338,Irma – Georgia,GA,Wilkinson County,83735.04000000001,12827.700213214357,96562.74021321436,67092.21,11209.883453119053,78302.09345311906
4338,Irma – Georgia,GA,Worth County,546626.46,83739.85797929527,630366.3179792953,431644.34,73178.67058988738,504823.0105898874
4339,Maria – Puerto Rico,PR,Adjuntas,36306582.67,149020375.00829044,185326957.67829043,32772147.96,136903650.68642724,169675798.64642724
4339,Maria – Puerto Rico,PR,Aguada,89697701.78,368164232.86464596,457861934.6446459,81685431.37,338229101.413373,419914532.783373
4339,Maria – Puerto Rico,PR,Aguadilla,116874939.02,479713207.9363358,596588146.9563358,105755146.47,440708120.9219067,546463267.3919067
4339,Maria – Puerto Rico,PR,Aguas Buenas,42391480.839999996,173995840.6262629,216387321.4662629,38820051.89,159848381.70393777,198668433.59393775
4339,Maria – Puerto Rico,PR,Aibonito,43269327.480000004,177598962.31583634,220868289.79583633,39379372.29,163158536.52768326,202537908.81768325
4339,Maria – Puerto Rico,PR,Anasco,340516738.38,1397651013.0741954,1738167751.4541955,308801819.62,1284009156.9008317,1592810976.5208316
4339,Maria – Puerto Rico,PR,Arecibo,159916763.23,656378383.0401075,816295146.2701075,144601350.1,603008795.7089465,747610145.8089465
4339,Maria – Puerto Rico,PR,Arroyo,45387783.5,186294165.4256522,231681948.9256522,41361264.79,171146739.81282154,212508004.60282153
4339,Maria – Puerto Rico,PR,Barceloneta,46719781.62,191761351.94543317,238481133.56543317,42615172.84,176169393.88613197,218784566.72613198
4339,Maria – Puerto Rico,PR,Barranquitas,171961768.51,705817109.3481497,877778877.8581496,154960404.34,648427699.7781488,803388104.1181488
4339,Maria – Puerto Rico,PR,Bayamon,310873876.99,1275981883.2415314,1586855760.2315314,282751943.62,1172232844.1046393,1454984787.7246394
4339,Maria – Puerto Rico,PR,Cabo Rojo,24689589.45,101338424.27642973,126028013.72642973,22971828.0,93098680.21390675,116070508.21390675
4339,Maria – Puerto Rico,PR,Caguas,234549482.05,962708390.6735332,1197257872.7235332,212355148.57,884431361.9686542,1096786510.538654
4339,Maria – Puerto Rico,PR,Camuy,9731710.68,39943808.2120601,49675518.8920601,9062516.97,36696009.96672632,45758526.93672632
4339,Maria – Puerto Rico,PR,Canovanas,69817275.42,286565019.34406644,356382294.76406646,63589787.839999996,263264652.93787345,326854440.77787346
4339,Maria – Puerto Rico,PR,Carolina,203444713.24,835038861.5761977,1038483574.8161978,185816753.06,767142537.444693,952959290.504693
4339,Maria – Puerto Rico,PR,Catano,34948851.47,143447567.05708545,178396418.52708545,31969606.69,131783963.17354943,163753569.86354944
4339,Maria – Puerto Rico,PR,Cayey,108962906.81,447238270.32712585,556201177.1371258,99109843.17,410873693.82247514,509983536.99247515
4339,Maria – Puerto Rico,PR,Ceiba,23894925.37,98076725.41912943,121971650.78912944,21790865.93,90102187.41230619,111893053.3423062
4339,Maria – Puerto Rico,PR,Ciales,53867571.63,221099457.30919838,274967028.9391984,48587275.74,203122041.99414444,251709317.73414445
4339,Maria – Puerto Rico,PR,Cidra,51022677.32,209422588.1092376,260445265.4292376,47035503.56,192394609.4402162,239430113.00021622
4339,Maria – Puerto Rico,PR,Coamo,105620989.66,433521370.79223394,539142360.4522339,95925061.18,398272104.12495095,494197165.30495095
4339,Maria – Puerto Rico,PR,Comerio,60444375.32,248093949.22125438,308538324.5412544,54965110.07,227921633.93571687,282886744.00571686
4339,Maria – Puerto Rico,PR,Corozal,71499568.04,293469989.70122516,364969557.7412252,65175869.5,269608185.82539976,334784055.32539976
4339,Maria – Puerto Rico,PR,Culebra,9190237.03,37721329.51960023,46911566.54960023,8324267.9399999995,34654239.19173245,42978507.13173245
4339,Maria – Puerto Rico,PR,Dorado,50071593.56,205518864.64763498,255590458.207635,45802305.52,188808294.5276821,234610600.0476821
4339,Maria – Puerto Rico,PR,Fajardo,40781107.48,167386062.8845297,208167170.3645297,37132766.12,153776039.5626781,190908805.6826781
4339,Maria – Puerto Rico,PR,Florida,5227423.59,21455961.052282196,26683384.642282195,4894534.05,19711394.477968622,24605928.527968623
4339,Maria – Puerto Rico,PR,Guanica,13064523.82,53623340.336292334,66687864.156292334,11970338.45,49263270.56706678,61233609.01706678
4339,Maria – Puerto Rico,PR,Guayama,58477880.3,240022470.06289008,298500350.36289006,53176415.68,220506440.11971682,273682855.79971683
4339,Maria – Puerto Rico,PR,Guayanilla,101508454.1,416641467.8568214,518149921.95682144,91756092.45,382764692.23606026,474520784.68606025
4339,Maria – Puerto Rico,PR,Guaynabo,158090766.32,648883578.3991567,806974344.7191567,143898477.63,596123387.478893,740021865.108893
4339,Maria – Puerto Rico,PR,Gurabo,36818069.87,151119774.31140694,187937844.18140694,33844246.980000004,138832349.55615696,172676596.53615695
4339,Maria – Puerto Rico,PR,Hatillo,23099346.240000002,94811270.73894183,117910616.97894183,20991434.330000002,87102244.17069314,108093678.50069314
4339,Maria – Puerto Rico,PR,Hormigueros,9487778.629999999,38942589.06957172,48430367.699571714,8671072.54,35776199.13054926,44447271.67054926
4339,Maria – Puerto Rico,PR,Humacao,120303923.45,493787475.13742983,614091398.5874299,109670065.06,453638021.0141513,563308086.0741513
4339,Maria – Puerto Rico,PR,Isabela,33979811.85,139470143.76492822,173449955.61492822,31115805.81,128129940.90316351,159245746.7131635
4339,Maria – Puerto Rico,PR,Jayuya,425341422.29,1745813943.227156,2171155365.517156,385297430.59,1603863245.101671,1989160675.691671
4339,Maria – Puerto Rico,PR,Juana Diaz,53810926.98,220866959.33322695,274677886.31322694,48833119.14,202908448.23768046,251741567.37768048
4339,Maria – Puerto Rico,PR,Juncos,30441741.7,124948134.20674694,155389875.90674692,28063568.85,114788704.01721686,142852272.86721686
4339,Maria – Puerto Rico,PR,Lajas,15898142.7,65253929.53181828,81152072.23181827,14560103.68,59948186.10571736,74508289.78571737
4339,Maria – Puerto Rico,PR,Lares,263728368.8,1082473136.514027,1346201505.314027,237515129.29,994458134.6712699,1231973263.9612699
4339,Maria – Puerto Rico,PR,Las Marias,119951570.19,492341241.11926705,612292811.309267,108293391.9,452309379.09641105,560602770.9964111
4339,Maria – Puerto Rico,PR,Las Piedras,80638843.12,330982145.8880118,411620989.0080118,73594580.49,304070259.3962443,377664839.8862443
4339,Maria – Puerto Rico,PR,Loiza,36211073.24,148628356.53591603,184839429.77591604,33018521.400000002,136543506.91413042,169562028.31413043
4339,Maria – Puerto Rico,PR,Luquillo,27006664.52,110848859.31219733,137855523.83219734,24570747.0,101835829.58653617,126406576.58653617
4339,Maria – Puerto Rico,PR,Manati,44498083.66,182642392.2745765,227140475.93457648,40817591.18,167791889.33795774,208609480.51795775
4339,Maria – Puerto Rico,PR,Maricao,171698719.74,704737425.6250309,876436145.3650309,156421342.4,647435804.25196,803857146.65196
4339,Maria – Puerto Rico,PR,Maunabo,32287132.75,132522542.09876744,164809674.84876746,30067212.46,121747243.02336286,151814455.48336285
4339,Maria – Puerto Rico,PR,Mayaguez,101357295.45,416021037.1510872,517378332.6010872,92860228.5,382194708.2415344,475054936.7415344
4339,Maria – Puerto Rico,PR,Moca,58268020.89,239161102.07732478,297429122.9673248,52717407.48,219715109.2577341,272432516.7377341
4339,Maria – Puerto Rico,PR,Morovis,49430546.93,202887688.641105,252318235.571105,44912009.54,186391057.28161794,231303066.82161793
4339,Maria – Puerto Rico,PR,Naguabo,36829727.67,151167623.75357458,187997351.42357457,33732118.34,138876308.39947414,172608426.73947415
4339,Maria – Puerto Rico,PR,Naranjito,73719096.13,302580043.1402819,376299139.2702819,67907961.13,277977508.3001682,345885469.4301682
4339,Maria – Puerto Rico,PR,Orocovis,288960060.77,1186036620.679943,1474996681.449943,261804064.13,1089600956.9821863,1351405021.1121864
4339,Maria – Puerto Rico,PR,Patillas,56096554.55,230248318.09966707,286344872.6496671,50996951.66,211527016.42644873,262523968.08644873
4339,Maria – Puerto Rico,PR,Penuelas,64295964.35,263902797.07800087,328198761.42800087,58194947.74,242445077.3548768,300640025.09487677
4339,Maria – Puerto Rico,PR,Ponce,274264409.42,1125718317.107472,1399982726.527472,248734722.63,1034187085.1420163,1282921807.7720163
4339,Maria – Puerto Rico,PR,Quebradillas,25037493.01,102766394.50015335,127803887.51015335,23177670.61,94410543.35133612,117588213.96133612
4339,Maria – Puerto Rico,PR,Rincon,42624974.11,174954213.79438987,217579187.90438986,38782219.43,160728830.33674523,199511049.76674524
4339,Maria – Puerto Rico,PR,Rio Grande,45080718.73,185033818.02272666,230114536.75272664,41473820.32,169988870.22227687,211462690.54227686
4339,Maria – Puerto Rico,PR,Sabana Grande,19122130.27,78486787.08468439,97608917.35468438,17399015.46,72105090.87729672,89504106.33729672
4339,Maria – Puerto Rico,PR,Salinas,78958916.95,324086888.6252979,403045805.5752979,71945321.78,297735649.8394295,369680971.61942947
4339,Maria – Puerto Rico,PR,San German,19295774.0,79199507.80526656,98495281.80526656,17567286.03,72759860.86134845,90327146.89134845
4339,Maria – Puerto Rico,PR,San Juan,875062565.23,3591694454.186184,4466757019.416183,794126046.4599999,3299656727.4839272,4093782773.9439273
4339,Maria – Puerto Rico,PR,San Lorenzo,51616415.54,211859586.73853204,263476002.27853203,47267753.699999996,194633457.7121365,241901211.4121365
4339,Maria – Puerto Rico,PR,San Sebastian,32355138.17,132801670.35721877,165156808.52721876,29566976.31,122003675.5923294,151570651.9023294
4339,Maria – Puerto Rico,PR,Santa Isabel,30551106.2,125397020.81639363,155948127.01639363,27827924.12,115201092.02524239,143029016.1452424
4339,Maria – Puerto Rico,PR,Toa Alta,23820479.01,97771160.32130575,121591639.33130576,21964052.97,89821467.56166771,111785520.53166771
4339,Maria – Puerto Rico,PR,Toa Baja,59769646.65,245324525.27557063,305094171.9255706,54695601.79,225377389.5769074,280072991.3669074
4339,Maria – Puerto Rico,PR,Trujillo Alto,54378944.94,223198389.15078968,277577334.0907897,50054325.58,205050311.41126174,255104636.99126172
4339,Maria – Puerto Rico,PR,Utuado,320463015.39,1315340503.5050452,1635803518.8950453,290129446.57,1208391247.2743807,1498520693.8443806
4339,Maria – Puerto Rico,PR,Vega Alta,8163161.23,33505696.71633977,41668857.94633977,7632855.87,30781376.029982217,38414231.899982214
4339,Maria – Puerto Rico,PR,Vega Baja,80830311.46,331768027.72350025,412598339.18350023,73431242.53,304792241.8250264,378223484.35502636
4339,Maria – Puerto Rico,PR,Vieques,73049157.83,299830281.26911277,372879439.09911275,66148967.760000005,275451327.3087403,341600295.0687403
4339,Maria – Puerto Rico,PR,Villalba,49081647.1,201455629.22698972,250537276.3269897,44435093.08,185075437.44250977,229510530.52250975
4339,Maria – Puerto Rico,PR,Yabucoa,209084309.2,858186584.1942471,1067270893.394247,190439209.75,788408137.7447287,978847347.4947287
4339,Maria – Puerto Rico,PR,Yauco,209535486.33,860038440.8043522,1069573927.1343522,190323537.69,790109421.4145428,980432959.1045427
4340,Maria – US Virgin Islands,VI,St. Croix,29835308.009999998,20132242698.39929,20162078006.409286,29187422.900000002,19724028597.84683,19753216020.74683
4340,Maria – US Virgin Islands,VI,St. John,22927.86,15471241.051716601,15494168.9117166,21726.87,15157536.37186695,15179263.24186695
4340,Maria – US Virgin Islands,VI,St. Thomas,3464669.9,2337886884.6689944,2341351554.5689945,3391740.38,2290482409.861305,2293874150.2413054
4346,Irma – South Carolina,SC,Abbeville County,166628.53999999998,107656.76604515384,274285.3060451538,124971.41,84629.30972993537,209600.71972993537
4346,Irma – South Carolina,SC,Aiken County,125373.37,81002.27945574335,206375.64945574335,94030.04000000001,63676.13712282295,157706.17712282296
4346,Irma – South Carolina,SC,Allendale County,15339.35,9910.576028780728,25249.926028780726,11504.51,7790.733821504313,19295.243821504315
4346,Irma – South Carolina,SC,Anderson County,540536.79,349234.54733401886,889771.3373340189,405402.61,274534.33500248543,679936.9450024854
4346,Irma – South Carolina,SC,Bamberg County,148259.4,95788.67785671579,244048.07785671577,111194.56,75299.76967315671,186494.32967315672
4346,Irma – South Carolina,SC,Barnwell County,28839.77,18633.04072451242,47472.81072451242,21629.83,14647.489726970533,36277.319726970534
4346,Irma – South Carolina,SC,Beaufort County,5240242.13,3385659.6295530684,8625901.759553067,3973489.07,2661477.285221525,6634966.355221525
4346,Irma – South Carolina,SC,Berkeley County,1213668.28,784136.9916365125,1997805.2716365126,910251.22,616412.4631801848,1526663.6831801848
4346,Irma – South Carolina,SC,Charleston County,11271234.4,7282213.748262393,18553448.148262393,8453784.21,5724570.275153959,14178354.48515396
4346,Irma – South Carolina,SC,Clarendon County,16718.72,10801.77097881572,27520.490978815724,12539.04,8491.304869910433,21030.344869910434
4346,Irma – South Carolina,SC,Colleton County,1192927.34,770736.5109917407,1963663.8509917408,896732.03,605878.3047740078,1502610.3347740078
4346,Irma – South Carolina,SC,Darlington County,5903.53,3814.2022252043203,9717.73222520432,4427.65,2998.355917119393,7426.0059171193925
4346,Irma – South Carolina,SC,Dillon County,82886.35,53551.90887639499,136438.258876395,62164.77,42097.3177016004,104262.0877016004
4346,Irma – South Carolina,SC,Dorchester County,131078.5,84688.29774328995,215766.79774328996,98308.87,66573.72725845965,164882.59725845966
4346,Irma – South Carolina,SC,Edgefield County,17418.620000000003,11253.968246792763,28672.588246792766,13063.96,8846.778511340537,21910.738511340536
4346,Irma – South Carolina,SC,Georgetown County,920216.48,594541.189031933,1514757.669031933,696636.24,467370.6287320941,1164006.868732094
4346,Irma – South Carolina,SC,Greenville County,109250.54,70585.50609089369,179836.04609089368,81937.93000000001,55487.480042870775,137425.4100428708
4346,Irma – South Carolina,SC,Hampton County,152609.88,98599.472499363,251209.352499363,114457.42,77509.34385170916,191966.76385170914
4346,Irma – South Carolina,SC,Horry County,110518.42000000001,71404.66864571972,181923.08864571975,82888.82,56131.42620731771,139020.24620731772
4346,Irma – South Carolina,SC,Jasper County,1135740.17,733788.5440859847,1869528.7140859845,851805.14,576833.3961256545,1428638.5361256544
4346,Irma – South Carolina,SC,Kershaw County,26968.25,17423.873370655594,44392.123370655594,20226.190000000002,13696.959609226185,33923.14960922619
4346,Irma – South Carolina,SC,Lexington County,8421.33,5440.923587274038,13862.253587274037,6316.0,4277.1265049072435,10593.126504907243
4346,Irma – South Carolina,SC,Newberry County,8297.75,5361.079983364047,13658.829983364047,6223.31,4214.361206138944,10437.671206138944
4346,Irma – South Carolina,SC,Oconee County,630104.48,407103.1924504849,1037207.6724504849,472578.38,320025.0521317649,792603.432131765
4346,Irma – South Carolina,SC,Orangeburg County,23585.33,15238.208015912212,38823.538015912214,17689.0,11978.80145653762,29667.80145653762
4346,Irma – South Carolina,SC,Pickens County,2492082.96,1610105.8809603357,4102188.840960336,1869062.22,1265709.1077827015,3134771.3277827017
4346,Irma – South Carolina,SC,Richland County,121942.29,78785.49848387498,200727.788483875,91456.72,61933.518889306724,153390.23888930673
4346,Irma – South Carolina,SC,Saluda County,12667.81,8184.52503679418,20852.33503679418,9500.86,6433.879910908256,15934.739910908256
4346,Irma – South Carolina,SC,Sumter County,127786.41,82561.3165975055,210347.7265975055,95839.81,64901.70094010614,160741.51094010612
4346,Irma – South Carolina,SC,Williamsburg County,293854.04,189855.6852007662,483709.7252007662,220390.53,149246.1289437741,369636.65894377406
